
2025/04/02 00:31:00;39.00
2025/04/02 00:31:00;29.00
2025/04/02 20:31:00;26.00
2025/04/02 20:34:0028.00
2025/04/03 10:12:00;28.00
2025-06-19 20:41:21;24.50
2025-06-19 20:41:36;24.50
2025-06-19 20:41:52;24.50
2025-06-19 20:42:07;24.50
2025-06-19 20:42:22;24.80
2025-06-19 20:42:37;25.80
2025-06-19 20:42:52;26.70
2025-06-19 20:43:07;26.70
2025-06-19 20:43:23;26.70
2025-06-19 21:31:32;26.20
2025-06-19 21:31:48;26.20
2025-06-19 21:32:03;25.90
2025-06-19 21:32:19;25.90
2025-06-19 21:32:34;25.80
2025-06-19 21:32:49;26.00
2025-06-19 21:33:05;26.20
2025-06-19 21:33:21;26.20
2025-06-19 21:33:35;26.20
2025-06-19 21:33:50;26.20
2025-06-19 21:34:06;26.20
2025-06-19 21:34:22;26.20
2025-06-19 21:34:37;26.20
2025-06-19 21:34:53;26.20
2025-06-19 21:35:08;26.20
2025-06-19 21:35:23;26.20
2025-06-19 21:35:37;26.20
2025-06-19 21:35:55;26.20
2025-06-19 21:36:12;26.20
2025-06-19 21:36:29;26.20
2025-06-19 21:36:46;26.20
2025-06-19 21:37:03;26.20
2025-06-19 21:37:20;26.20
2025-06-19 21:37:37;26.20
2025-06-19 21:37:53;26.20
2025-06-19 21:38:10;26.20
2025-06-19 21:38:27;26.20
2025-06-19 21:38:44;26.20
2025-06-19 21:39:00;26.20
2025-06-19 21:39:17;26.20
2025-06-19 21:39:33;26.20
2025-06-19 21:39:50;26.20
2025-06-19 21:40:07;26.20
2025-06-19 21:40:24;26.20
2025-06-19 21:40:41;26.20
2025-06-19 21:40:58;26.20
2025-06-19 21:41:15;26.20
2025-06-19 21:41:31;26.20
2025-06-19 21:41:49;26.20
2025-06-19 21:42:06;26.20
